"new_id","trip_num","all_orign","s1","s2","s3","s4","s5","s6"
"MAC_20",148,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",149,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_20",150,"Sens5","Sens4","Sens7","Sens2",NA,NA,NA
"MAC_20",151,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_20",152,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",153,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",154,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_20",155,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",156,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",157,"Sens3","Sens3",NA,NA,NA,NA,NA
"MAC_20",158,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",159,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",160,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",161,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",162,"Sens5","Sens1","Sens2",NA,NA,NA,NA
"MAC_20",163,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_20",164,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",165,"Sens3","Sens6",NA,NA,NA,NA,NA
"MAC_20",166,"Sens5","Sens3","Sens5",NA,NA,NA,NA
"MAC_20",167,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",168,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_20",169,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",170,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_20",171,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",172,"Sens5","Sens6",NA,NA,NA,NA,NA
"MAC_20",173,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_20",174,"Sens5","Sens4","Sens2",NA,NA,NA,NA
"MAC_20",175,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",176,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_20",177,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_20",178,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_20",179,"Sens3","Sens6","Sens2",NA,NA,NA,NA
"MAC_20",180,"Sens5","Sens3","Sens2","Sens6",NA,NA,NA
"MAC_20",181,"Sens3","Sens6","Sens2",NA,NA,NA,NA
"MAC_20",182,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",183,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",184,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",185,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",186,"Sens3","Sens2","Sens7",NA,NA,NA,NA
"MAC_20",187,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",188,"Sens3","Sens4","Sens2",NA,NA,NA,NA
"MAC_20",189,"Sens5","Sens2","Sens6",NA,NA,NA,NA
"MAC_20",190,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",191,"Sens5","Sens4","Sens8",NA,NA,NA,NA
"MAC_20",192,"Sens3","Sens8",NA,NA,NA,NA,NA
"MAC_20",193,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_20",194,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_20",195,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_20",196,"Sens5","Sens4","Sens8",NA,NA,NA,NA
"MAC_20",197,"Sens5","Sens2","Sens5",NA,NA,NA,NA
"MAC_20",198,"Sens3","Sens3","Sens4",NA,NA,NA,NA
"MAC_20",199,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_20",200,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_20",201,"Sens5","Sens1","Sens4",NA,NA,NA,NA
"MAC_20",202,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_20",203,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",204,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_20",205,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",206,"Sens3","Sens2","Sens7","Sens3","Sens2",NA,NA
"MAC_20",207,"Sens1","Sens5",NA,NA,NA,NA,NA
"MAC_20",208,"Sens6","Sens2","Sens6",NA,NA,NA,NA
"MAC_20",209,"Sens8","Sens5",NA,NA,NA,NA,NA
"MAC_20",210,"Sens6","Sens2",NA,NA,NA,NA,NA
"MAC_20",211,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",212,"Sens4","Sens7","Sens6","Sens2",NA,NA,NA
"MAC_20",213,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_20",214,"Sens8","Sens1","Sens2",NA,NA,NA,NA
"MAC_20",215,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_20",216,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_20",217,"Sens2","Sens3","Sens4",NA,NA,NA,NA
"MAC_20",218,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_20",219,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_20",220,"Sens7","Sens2","Sens6",NA,NA,NA,NA
"MAC_20",221,"Sens5","Sens5",NA,NA,NA,NA,NA
"MAC_20",222,"Sens3","Sens6","Sens4","Sens2",NA,NA,NA
"MAC_20",223,"Sens4","Sens5",NA,NA,NA,NA,NA
"MAC_20",224,"Sens6","Sens3",NA,NA,NA,NA,NA
"MAC_21",1,"Sens8","Sens3","Sens7","Sens1",NA,NA,NA
"MAC_21",2,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_21",3,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_21",4,"Sens3","Sens7",NA,NA,NA,NA,NA
"MAC_21",5,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_21",6,"Sens3","Sens3",NA,NA,NA,NA,NA
"MAC_21",7,"Sens6","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",8,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_21",9,"Sens1","Sens3","Sens4",NA,NA,NA,NA
"MAC_21",10,"Sens5","Sens4","Sens6",NA,NA,NA,NA
"MAC_21",11,"Sens5","Sens6",NA,NA,NA,NA,NA
"MAC_21",12,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_21",13,"Sens5","Sens5",NA,NA,NA,NA,NA
"MAC_21",14,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_21",15,"Sens8","Sens2","Sens4",NA,NA,NA,NA
"MAC_21",16,"Sens5","Sens4","Sens8",NA,NA,NA,NA
"MAC_21",17,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_21",18,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_21",19,"Sens8","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",20,"Sens4","Sens5",NA,NA,NA,NA,NA
"MAC_21",21,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_21",22,"Sens6","Sens1","Sens2",NA,NA,NA,NA
"MAC_21",23,"Sens8","Sens2","Sens1",NA,NA,NA,NA
"MAC_21",24,"Sens8","Sens3",NA,NA,NA,NA,NA
"MAC_21",25,"Sens2","Sens3","Sens1","Sens7","Sens4",NA,NA
"MAC_21",26,"Sens8","Sens3",NA,NA,NA,NA,NA
"MAC_21",27,"Sens5","Sens1","Sens7",NA,NA,NA,NA
"MAC_21",28,"Sens7","Sens5","Sens7",NA,NA,NA,NA
"MAC_21",29,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_21",30,"Sens5","Sens7",NA,NA,NA,NA,NA
"MAC_21",31,"Sens8","Sens4",NA,NA,NA,NA,NA
"MAC_21",32,"Sens4","Sens7",NA,NA,NA,NA,NA
"MAC_21",33,"Sens2","Sens3",NA,NA,NA,NA,NA
"MAC_21",34,"Sens5","Sens1","Sens2",NA,NA,NA,NA
"MAC_21",35,"Sens5","Sens7","Sens1",NA,NA,NA,NA
"MAC_21",36,"Sens4","Sens2","Sens1","Sens3","Sens4",NA,NA
"MAC_21",37,"Sens6","Sens5","Sens8","Sens4",NA,NA,NA
"MAC_21",38,"Sens6","Sens2","Sens4","Sens5",NA,NA,NA
"MAC_21",39,"Sens4","Sens7","Sens3","Sens4",NA,NA,NA
"MAC_21",40,"Sens6","Sens6",NA,NA,NA,NA,NA
"MAC_21",41,"Sens4","Sens8",NA,NA,NA,NA,NA
"MAC_21",42,"Sens6","Sens8",NA,NA,NA,NA,NA
"MAC_21",43,"Sens8","Sens7",NA,NA,NA,NA,NA
"MAC_21",44,"Sens6","Sens8","Sens4","Sens2","Sens7",NA,NA
"MAC_21",45,"Sens5","Sens8","Sens4","Sens2",NA,NA,NA
"MAC_21",46,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_21",47,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_21",48,"Sens8","Sens7",NA,NA,NA,NA,NA
"MAC_21",49,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_21",50,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_21",51,"Sens5","Sens4","Sens2","Sens7",NA,NA,NA
"MAC_21",52,"Sens4","Sens8",NA,NA,NA,NA,NA
"MAC_21",53,"Sens6","Sens2",NA,NA,NA,NA,NA
"MAC_21",54,"Sens8","Sens5","Sens2",NA,NA,NA,NA
"MAC_21",55,"Sens6","Sens4",NA,NA,NA,NA,NA
"MAC_21",56,"Sens8","Sens4","Sens2","Sens7",NA,NA,NA
"MAC_21",57,"Sens5","Sens2","Sens4",NA,NA,NA,NA
"MAC_21",58,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_21",59,"Sens3","Sens5","Sens3",NA,NA,NA,NA
"MAC_21",60,"Sens4","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",61,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_21",62,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_21",63,"Sens4","Sens6","Sens2",NA,NA,NA,NA
"MAC_21",64,"Sens6","Sens1",NA,NA,NA,NA,NA
"MAC_21",65,"Sens2","Sens3",NA,NA,NA,NA,NA
"MAC_21",66,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_21",67,"Sens8","Sens2","Sens6",NA,NA,NA,NA
"MAC_21",68,"Sens8","Sens3","Sens7",NA,NA,NA,NA
"MAC_21",69,"Sens1","Sens3",NA,NA,NA,NA,NA
"MAC_21",70,"Sens4","Sens7",NA,NA,NA,NA,NA
"MAC_21",71,"Sens3","Sens2","Sens5","Sens4",NA,NA,NA
"MAC_21",72,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_21",73,"Sens1","Sens2","Sens4",NA,NA,NA,NA
"MAC_21",74,"Sens1","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",75,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_21",76,"Sens1","Sens6",NA,NA,NA,NA,NA
"MAC_21",77,"Sens2","Sens7","Sens4","Sens5",NA,NA,NA
"MAC_21",78,"Sens1","Sens8","Sens3","Sens4",NA,NA,NA
"MAC_21",79,"Sens5","Sens6","Sens7","Sens1",NA,NA,NA
"MAC_21",80,"Sens5","Sens8","Sens4","Sens2",NA,NA,NA
"MAC_21",81,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_21",82,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_21",83,"Sens2","Sens8",NA,NA,NA,NA,NA
"MAC_21",84,"Sens3","Sens6",NA,NA,NA,NA,NA
"MAC_21",85,"Sens2","Sens1",NA,NA,NA,NA,NA
"MAC_21",86,"Sens3","Sens4","Sens3",NA,NA,NA,NA
"MAC_21",87,"Sens2","Sens4",NA,NA,NA,NA,NA
"MAC_21",88,"Sens2","Sens4",NA,NA,NA,NA,NA
"MAC_21",89,"Sens7","Sens4","Sens8",NA,NA,NA,NA
"MAC_21",90,"Sens3","Sens3","Sens1",NA,NA,NA,NA
"MAC_21",91,"Sens1","Sens3","Sens4",NA,NA,NA,NA
"MAC_21",92,"Sens4","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",93,"Sens2","Sens1",NA,NA,NA,NA,NA
"MAC_21",94,"Sens1","Sens1",NA,NA,NA,NA,NA
"MAC_21",95,"Sens2","Sens7",NA,NA,NA,NA,NA
"MAC_21",96,"Sens2","Sens5",NA,NA,NA,NA,NA
"MAC_21",97,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_21",98,"Sens2","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",99,"Sens3","Sens2","Sens4","Sens8",NA,NA,NA
"MAC_21",100,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_21",101,"Sens3","Sens5","Sens4",NA,NA,NA,NA
"MAC_21",102,"Sens1","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",103,"Sens7","Sens2",NA,NA,NA,NA,NA
"MAC_21",104,"Sens5","Sens4","Sens2","Sens6",NA,NA,NA
"MAC_21",105,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_21",106,"Sens7","Sens4","Sens2","Sens7",NA,NA,NA
"MAC_21",107,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_21",108,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_21",109,"Sens2","Sens4","Sens2","Sens7",NA,NA,NA
"MAC_21",110,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_21",111,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_21",112,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_21",113,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_21",114,"Sens2","Sens7",NA,NA,NA,NA,NA
"MAC_21",115,"Sens2","Sens7",NA,NA,NA,NA,NA
"MAC_21",116,"Sens3","Sens2",NA,NA,NA,NA,NA
"MAC_21",117,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_21",118,"Sens1","Sens2","Sens4",NA,NA,NA,NA
"MAC_21",119,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_21",120,"Sens2","Sens3","Sens2",NA,NA,NA,NA
"MAC_21",121,"Sens3","Sens4",NA,NA,NA,NA,NA
"MAC_21",122,"Sens2","Sens2","Sens7","Sens1","Sens3",NA,NA
"MAC_21",123,"Sens2","Sens5",NA,NA,NA,NA,NA
"MAC_21",124,"Sens3","Sens7",NA,NA,NA,NA,NA
"MAC_21",125,"Sens2","Sens4","Sens2",NA,NA,NA,NA
"MAC_21",126,"Sens3","Sens6",NA,NA,NA,NA,NA
"MAC_21",127,"Sens2","Sens2","Sens7",NA,NA,NA,NA
"MAC_21",128,"Sens2","Sens5",NA,NA,NA,NA,NA
"MAC_21",129,"Sens2","Sens1","Sens6","Sens2","Sens4",NA,NA
"MAC_21",130,"Sens2","Sens2","Sens7","Sens5",NA,NA,NA
"MAC_21",131,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_21",132,"Sens2","Sens4",NA,NA,NA,NA,NA
"MAC_21",133,"Sens1","Sens5","Sens6",NA,NA,NA,NA
"MAC_21",134,"Sens4","Sens3","Sens2",NA,NA,NA,NA
"MAC_21",135,"Sens2","Sens7",NA,NA,NA,NA,NA
"MAC_21",136,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_21",137,"Sens2","Sens8",NA,NA,NA,NA,NA
"MAC_21",138,"Sens1","Sens5",NA,NA,NA,NA,NA
"MAC_21",139,"Sens7","Sens2","Sens1",NA,NA,NA,NA
"MAC_21",140,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_21",141,"Sens1","Sens5",NA,NA,NA,NA,NA
"MAC_21",142,"Sens7","Sens3","Sens1","Sens7","Sens6",NA,NA
"MAC_21",143,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_21",144,"Sens5","Sens4","Sens8",NA,NA,NA,NA
"MAC_21",145,"Sens2","Sens7",NA,NA,NA,NA,NA
"MAC_21",146,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_21",147,"Sens5","Sens4","Sens3",NA,NA,NA,NA
"MAC_21",148,"Sens4","Sens2","Sens5",NA,NA,NA,NA
"MAC_21",149,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_22",1,"Sens5","Sens2","Sens6",NA,NA,NA,NA
"MAC_22",2,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_22",3,"Sens5","Sens3","Sens1","Sens2",NA,NA,NA
"MAC_22",4,"Sens1","Sens6","Sens2","Sens8",NA,NA,NA
"MAC_22",5,"Sens4","Sens4","Sens2",NA,NA,NA,NA
"MAC_22",6,"Sens1","Sens2","Sens3",NA,NA,NA,NA
"MAC_22",7,"Sens1","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",8,"Sens7","Sens3","Sens4",NA,NA,NA,NA
"MAC_22",9,"Sens1","Sens4",NA,NA,NA,NA,NA
"MAC_22",10,"Sens5","Sens5",NA,NA,NA,NA,NA
"MAC_22",11,"Sens2","Sens4","Sens3",NA,NA,NA,NA
"MAC_22",12,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_22",13,"Sens5","Sens2","Sens5",NA,NA,NA,NA
"MAC_22",14,"Sens2","Sens4","Sens5",NA,NA,NA,NA
"MAC_22",15,"Sens1","Sens7","Sens2",NA,NA,NA,NA
"MAC_22",16,"Sens5","Sens4","Sens2",NA,NA,NA,NA
"MAC_22",17,"Sens1","Sens4","Sens7","Sens2","Sens8",NA,NA
"MAC_22",18,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",19,"Sens1","Sens2",NA,NA,NA,NA,NA
"MAC_22",20,"Sens4","Sens3",NA,NA,NA,NA,NA
"MAC_22",21,"Sens8","Sens5",NA,NA,NA,NA,NA
"MAC_22",22,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",23,"Sens6","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",24,"Sens5","Sens7","Sens2","Sens8",NA,NA,NA
"MAC_22",25,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",26,"Sens4","Sens3","Sens1","Sens2",NA,NA,NA
"MAC_22",27,"Sens5","Sens5",NA,NA,NA,NA,NA
"MAC_22",28,"Sens8","Sens3",NA,NA,NA,NA,NA
"MAC_22",29,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_22",30,"Sens4","Sens5",NA,NA,NA,NA,NA
"MAC_22",31,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",32,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",33,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",34,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_22",35,"Sens5","Sens4","Sens5",NA,NA,NA,NA
"MAC_22",36,"Sens8","Sens2",NA,NA,NA,NA,NA
"MAC_22",37,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",38,"Sens5","Sens6",NA,NA,NA,NA,NA
"MAC_22",39,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",40,"Sens5","Sens2","Sens5",NA,NA,NA,NA
"MAC_22",41,"Sens8","Sens8",NA,NA,NA,NA,NA
"MAC_22",42,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",43,"Sens4","Sens6","Sens4","Sens3",NA,NA,NA
"MAC_22",44,"Sens8","Sens2",NA,NA,NA,NA,NA
"MAC_22",45,"Sens3","Sens5",NA,NA,NA,NA,NA
"MAC_22",46,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_22",47,"Sens2","Sens3","Sens5",NA,NA,NA,NA
"MAC_22",48,"Sens5","Sens5",NA,NA,NA,NA,NA
"MAC_22",49,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",50,"Sens2","Sens1","Sens2","Sens3","Sens4",NA,NA
"MAC_22",51,"Sens3","Sens2","Sens7","Sens1",NA,NA,NA
"MAC_22",52,"Sens4","Sens4","Sens8",NA,NA,NA,NA
"MAC_22",53,"Sens5","Sens1","Sens7","Sens8",NA,NA,NA
"MAC_22",54,"Sens6","Sens2",NA,NA,NA,NA,NA
"MAC_22",55,"Sens2","Sens8",NA,NA,NA,NA,NA
"MAC_22",56,"Sens3","Sens2","Sens7",NA,NA,NA,NA
"MAC_22",57,"Sens5","Sens3","Sens2",NA,NA,NA,NA
"MAC_22",58,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",59,"Sens2","Sens8",NA,NA,NA,NA,NA
"MAC_22",60,"Sens8","Sens2",NA,NA,NA,NA,NA
"MAC_22",61,"Sens5","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",62,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",63,"Sens2","Sens7","Sens6",NA,NA,NA,NA
"MAC_22",64,"Sens8","Sens4","Sens2","Sens6",NA,NA,NA
"MAC_22",65,"Sens5","Sens7","Sens3","Sens2",NA,NA,NA
"MAC_22",66,"Sens6","Sens1","Sens3","Sens2",NA,NA,NA
"MAC_22",67,"Sens8","Sens5",NA,NA,NA,NA,NA
"MAC_22",68,"Sens2","Sens4",NA,NA,NA,NA,NA
"MAC_22",69,"Sens3","Sens8",NA,NA,NA,NA,NA
"MAC_22",70,"Sens7","Sens2",NA,NA,NA,NA,NA
"MAC_22",71,"Sens5","Sens2","Sens7","Sens1",NA,NA,NA
"MAC_22",72,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_22",73,"Sens3","Sens7",NA,NA,NA,NA,NA
"MAC_22",74,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",75,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",76,"Sens3","Sens4","Sens2",NA,NA,NA,NA
"MAC_22",77,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",78,"Sens6","Sens3","Sens2","Sens8",NA,NA,NA
"MAC_22",79,"Sens5","Sens1","Sens3","Sens4","Sens5",NA,NA
"MAC_22",80,"Sens3","Sens7","Sens8",NA,NA,NA,NA
"MAC_22",81,"Sens2","Sens3",NA,NA,NA,NA,NA
"MAC_22",82,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",83,"Sens3","Sens8",NA,NA,NA,NA,NA
"MAC_22",84,"Sens4","Sens4","Sens2",NA,NA,NA,NA
"MAC_22",85,"Sens5","Sens4","Sens3",NA,NA,NA,NA
"MAC_22",86,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",87,"Sens8","Sens4",NA,NA,NA,NA,NA
"MAC_22",88,"Sens7","Sens3",NA,NA,NA,NA,NA
"MAC_22",89,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",90,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",91,"Sens3","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",92,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",93,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",94,"Sens8","Sens4","Sens2","Sens6",NA,NA,NA
"MAC_22",95,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",96,"Sens8","Sens3",NA,NA,NA,NA,NA
"MAC_22",97,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",98,"Sens5","Sens6","Sens4","Sens1","Sens3","Sens2","Sens8"
"MAC_22",99,"Sens5","Sens8",NA,NA,NA,NA,NA
"MAC_22",100,"Sens2","Sens4",NA,NA,NA,NA,NA
"MAC_22",101,"Sens4","Sens3",NA,NA,NA,NA,NA
"MAC_22",102,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",103,"Sens5","Sens2","Sens6",NA,NA,NA,NA
"MAC_22",104,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",105,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",106,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_22",107,"Sens8","Sens4",NA,NA,NA,NA,NA
"MAC_22",108,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",109,"Sens2","Sens3","Sens2","Sens8",NA,NA,NA
"MAC_22",110,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",111,"Sens5","Sens6",NA,NA,NA,NA,NA
"MAC_22",112,"Sens2","Sens3",NA,NA,NA,NA,NA
"MAC_22",113,"Sens3","Sens3",NA,NA,NA,NA,NA
"MAC_22",114,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_22",115,"Sens5","Sens1","Sens3","Sens2","Sens6","Sens5",NA
"MAC_22",116,"Sens2","Sens2","Sens3",NA,NA,NA,NA
"MAC_22",117,"Sens4","Sens4",NA,NA,NA,NA,NA
"MAC_22",118,"Sens8","Sens4",NA,NA,NA,NA,NA
"MAC_22",119,"Sens8","Sens2","Sens7",NA,NA,NA,NA
"MAC_22",120,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",121,"Sens5","Sens3","Sens2",NA,NA,NA,NA
"MAC_22",122,"Sens8","Sens6",NA,NA,NA,NA,NA
"MAC_22",123,"Sens4","Sens2","Sens3",NA,NA,NA,NA
"MAC_22",124,"Sens1","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",125,"Sens5","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",126,"Sens2","Sens3","Sens4",NA,NA,NA,NA
"MAC_22",127,"Sens3","Sens2","Sens5",NA,NA,NA,NA
"MAC_22",128,"Sens6","Sens3","Sens1","Sens2","Sens5",NA,NA
"MAC_22",129,"Sens5","Sens4",NA,NA,NA,NA,NA
"MAC_22",130,"Sens2","Sens5",NA,NA,NA,NA,NA
"MAC_22",131,"Sens5","Sens3","Sens1","Sens2",NA,NA,NA
"MAC_22",132,"Sens8","Sens8",NA,NA,NA,NA,NA
"MAC_22",133,"Sens5","Sens2","Sens1",NA,NA,NA,NA
"MAC_22",134,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_22",135,"Sens5","Sens3",NA,NA,NA,NA,NA
"MAC_22",136,"Sens6","Sens2",NA,NA,NA,NA,NA
"MAC_22",137,"Sens5","Sens1","Sens4",NA,NA,NA,NA
"MAC_22",138,"Sens2","Sens6","Sens2","Sens4",NA,NA,NA
"MAC_22",139,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",140,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",141,"Sens8","Sens2",NA,NA,NA,NA,NA
"MAC_22",142,"Sens5","Sens6",NA,NA,NA,NA,NA
"MAC_22",143,"Sens4","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",144,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",145,"Sens8","Sens2",NA,NA,NA,NA,NA
"MAC_22",146,"Sens3","Sens2","Sens4","Sens5",NA,NA,NA
"MAC_22",147,"Sens4","Sens4","Sens2",NA,NA,NA,NA
"MAC_22",148,"Sens5","Sens4","Sens3","Sens1",NA,NA,NA
"MAC_22",149,"Sens6","Sens1",NA,NA,NA,NA,NA
"MAC_22",150,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",151,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",152,"Sens4","Sens7",NA,NA,NA,NA,NA
"MAC_22",153,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_22",154,"Sens2","Sens8","Sens4","Sens2",NA,NA,NA
"MAC_22",155,"Sens8","Sens6","Sens2",NA,NA,NA,NA
"MAC_22",156,"Sens5","Sens3","Sens2",NA,NA,NA,NA
"MAC_22",157,"Sens4","Sens2",NA,NA,NA,NA,NA
"MAC_22",158,"Sens2","Sens2",NA,NA,NA,NA,NA
"MAC_22",159,"Sens5","Sens2",NA,NA,NA,NA,NA
"MAC_22",160,"Sens3","Sens4",NA,NA,NA,NA,NA
